period,scope_id,active_units,basic_education_enrollment,source_asset_id,source_xlsx_sha256,source_sheet,status
2025,LIMEIRA_MUNICIPAL_NETWORK_69_UNITS_2025,69,22788,CAMADA_ANALITICA_V06_40_ESCOLAS_V08,0516868e06685aebe8254b11ca6488ef26b03dea61f927ff637840cf2a21e865,81 Censo 69 2018-25,USER_LIBRARY_MEDIATED_AGGREGATE_ROW_SUM_VERIFIED
